;all_texts;ats;texts;hashtags
1748;@NikeScarKyle Great question! We've temporarily discontinued Beyond Chicken in an effort to focus on some of our newer products. But stay tuned for updates and the future of our products by signing up for our newsletter here: https://t.co/O2H2eu3BMX;['nikescarkyle'];['great', 'question', 'we', 'temporarily', 'discontinued', 'beyond', 'chicken', 'in', 'an', 'effort', 'to', 'focus', 'on', 'some', 'of', 'our', 'newer', 'products', 'but', 'stay', 'tuned', 'for', 'updates', 'and', 'the', 'future', 'of', 'our', 'products', 'by', 'signing', 'up', 'for', 'our', 'newsletter', 'here', 'https'];[]
1749;"#BeyondBeef Korean Bowl. Packed with protein and ready to eat in 25 minutes 👊 #GoBeyond

Full recipe ➡️ https://t.co/lMxglQgimN https://t.co/rXcZa32Uop";[];['beyondbeef', 'korean', 'bowl', 'packed', 'with', 'protein', 'and', 'ready', 'to', 'eat', 'in', '25', 'minutes', 'gobeyond', 'full', 'recipe', 'https', 'https'];['beyondbeef', 'gobeyond']
1750;@Ms_Vegan @FollowYourHeart @Pillsbury @zennioptical https://t.co/tJK1Y146UX;['ms_vegan', 'followyourheart', 'pillsbury', 'zennioptical'];['https'];[]
1751;@seanlynott86 @KyrieIrving Yum!;['seanlynott86', 'kyrieirving'];['yum'];[]
1752;@chelsglo @kowalskismarket Oh no! We want to make sure you have a better experience with our products. Please email us at ethanandteam@beyondmeat.com with the store location so we can look into this.;['chelsglo', 'kowalskismarket', 'beyondmeat'];['oh', 'no', 'we', 'want', 'to', 'make', 'sure', 'you', 'have', 'a', 'better', 'experience', 'with', 'our', 'products', 'please', 'email', 'us', 'at', 'with', 'the', 'store', 'location', 'so', 'we', 'can', 'look', 'into', 'this'];[]
1753;@SteezyNickel @deemurthy It's true!;['steezynickel', 'deemurthy'];['it', 'true'];[]
1754;@ArtsMike Thanks for your support!;['artsmike'];['thanks', 'for', 'your', 'support'];[]
1755;Even @KimKardashian loves Beyond Sausage #StarsTheyreJustLikeUs https://t.co/CqoOt5zDDT;['kimkardashian'];['even', 'loves', 'beyond', 'sausage', 'starstheyrejustlikeus', 'https'];['starstheyrejustlikeus']
1756;@PitaPitUSA On our way!;['pitapitusa'];['on', 'our', 'way'];[]
1757;@That1leek https://t.co/lRWjiX75Xz;['that1leek'];['https'];[]
1758;@theproteinbar 🙌🥳🌱;['theproteinbar'];[];[]
1759;@jefukun https://t.co/c09rfpiWXM;['jefukun'];['https'];[]
1760;@SeraChimera We're so happy to be a part of your dining experiences! Thanks for your support💚;['serachimera'];['we', 'so', 'happy', 'to', 'be', 'a', 'part', 'of', 'your', 'dining', 'experiences', 'thanks', 'for', 'your', 'support'];[]
1761;@gamillojen We're not mad 😏;['gamillojen'];['we', 'not', 'mad'];[]
1762;@mishakla same.;['mishakla'];['same'];[]
1763;We see you @CP3! #GoBeyond https://t.co/nMJM1PpZtH;['cp3'];['we', 'see', 'you', 'gobeyond', 'https'];['gobeyond']
1764;@mjcl98 @FollowYourHeart https://t.co/nOu2BbeN79;['mjcl98', 'followyourheart'];['https'];[]
1765;@Conscious #BYND;['conscious'];['bynd'];['bynd']
1766;@RDylanFoster @dunkindonuts #2020 🙌🌍💚;['rdylanfoster', 'dunkindonuts'];['2020'];['2020']
1767;@ktknapp Hey Kyle, we'd like to use this tweet on other social channels. Please reply confirming you are okay with this. Thank you!;['ktknapp'];['hey', 'kyle', 'we', 'like', 'to', 'use', 'this', 'tweet', 'on', 'other', 'social', 'channels', 'please', 'reply', 'confirming', 'you', 'are', 'okay', 'with', 'this', 'thank', 'you'];[]
1768;@dunkindonuts @SnoopDogg 🙌🔥;['dunkindonuts', 'snoopdogg'];[];[]
1769;@dunkindonuts @SnoopDogg 💯 🔥;['dunkindonuts', 'snoopdogg'];[];[]
1770;@kevingnarsha @DelTaco This happens to us a lot too.;['kevingnarsha', 'deltaco'];['this', 'happens', 'to', 'us', 'a', 'lot', 'too'];[]
1771;"You want that plant-based Snoop taste? Say hello to the Beyond D-O-DOUBLE G Sandwich #SnoopStyle 🔥
______________________________
Available at participating @dunkindonuts locations nationwide, 1/13-1/19, while supplies last. Tell em @SnoopDogg sent you. https://t.co/ljrF3DmjD4";['dunkindonuts', 'snoopdogg'];['you', 'want', 'that', 'plant', 'snoop', 'taste', 'say', 'hello', 'to', 'the', 'beyond', 'd', 'g', 'sandwich', 'snoopstyle', '______________________________', 'available', 'at', 'participating', 'locations', 'nationwide', '1', 'while', 'supplies', 'last', 'tell', 'em', 'sent', 'you', 'https'];['snoopstyle']
1772;@jessanasana @MuchoBurritoHQ Love to hear this!;['jessanasana', 'muchoburritohq'];['love', 'to', 'hear', 'this'];[]
1773;@Smix @negaoryx @MiyokosCreamery @LoveMySilk @oatly @MagnumIceCream We're excited about your journey, Sue! We've got plenty of recipes made with our 100% plant-based products to help get you started: https://t.co/A7Hy30pGLg;['smix', 'negaoryx', 'miyokoscreamery', 'lovemysilk', 'oatly', 'magnumicecream'];['we', 'excited', 'about', 'your', 'journey', 'sue', 'we', 'got', 'plenty', 'of', 'recipes', 'made', 'with', 'our', '100', 'plant', 'products', 'to', 'help', 'get', 'you', 'started', 'https'];[]
1774;@alharding @SUBWAY @SUBWAYCanada That's the cleanest subway wrapper we've ever seen!;['alharding', 'subway', 'subwaycanada'];['that', 'the', 'cleanest', 'subway', 'wrapper', 'we', 'ever', 'seen'];[]
1775;@gabekleinman @ChefCharity @MiyokosCreamery @Titans @jasongay @ChefCharity MVP of the kitchen🙌;['gabekleinman', 'chefcharity', 'miyokoscreamery', 'titans', 'jasongay', 'chefcharity'];['mvp', 'of', 'the', 'kitchen'];[]
1776;@feverishpoptart v relatable!;['feverishpoptart'];['v', 'relatable'];[]
1777;@Dunkus @ImpossibleFoods Little changes make a big difference🌱💚🌍;['dunkus', 'impossiblefoods'];['little', 'changes', 'make', 'a', 'big', 'difference'];[]
1778;@NomnivoreH @dunkindonuts @SnoopDogg 😋;['nomnivoreh', 'dunkindonuts', 'snoopdogg'];[];[]
1779;@SUBWAYCanada @alharding 🙌;['subwaycanada', 'alharding'];[];[]
1780;@cathylynnyonek @TheGentleBarn 🐮💚;['cathylynnyonek', 'thegentlebarn'];[];[]
1781;@AvvyDown Thanks for bringing this to our attention. We'd like to learn more. Please email us at ethanandteam@beyondmeat.com with the store address and products that you are concerned with. Thanks!;['avvydown', 'beyondmeat'];['thanks', 'for', 'bringing', 'this', 'to', 'our', 'attention', 'we', 'like', 'to', 'learn', 'more', 'please', 'email', 'us', 'at', 'with', 'the', 'store', 'address', 'and', 'products', 'that', 'you', 'are', 'concerned', 'with', 'thanks'];[]
1782;@bckiser @dunkindonuts Excited for your quest, Braxton! You can do anything you set your mind to. Happy we could support you and thank you for supporting us!;['bckiser', 'dunkindonuts'];['excited', 'for', 'your', 'quest', 'braxton', 'you', 'can', 'do', 'anything', 'you', 'set', 'your', 'mind', 'to', 'happy', 'we', 'could', 'support', 'you', 'and', 'thank', 'you', 'for', 'supporting', 'us'];[]
1783;@JazzieJaeT yum!;['jazziejaet'];['yum'];[]
1784;"Here to brighten up your feed with these #BeyondSausage Stuffed Peppers. 

Full recipe ➡️ https://t.co/gP0Pzimwq2 https://t.co/1ZKaPcUeea";[];['here', 'to', 'brighten', 'up', 'your', 'feed', 'with', 'these', 'beyondsausage', 'stuffed', 'peppers', 'full', 'recipe', 'https', 'https'];['beyondsausage']
1785;@harbula_jr This was made using Beyond Sausage. Find the full recipe here: https://t.co/ivSj3rclu3;['harbula_jr'];['this', 'was', 'made', 'using', 'beyond', 'sausage', 'find', 'the', 'full', 'recipe', 'here', 'https'];[]
1786;Welcome back on the court @KyrieIrving 💪 #GoBeyond https://t.co/oz2vkm2aL0;['kyrieirving'];['welcome', 'back', 'on', 'the', 'court', 'gobeyond', 'https'];['gobeyond']
1787;@UnoChicagoGrill @daiyafoods *wipes drool off face*;['unochicagogrill', 'daiyafoods'];['wipes', 'drool', 'off', 'face'];[]
1788;@brooke_tarlton @dunkindonuts 😋;['brooke_tarlton', 'dunkindonuts'];[];[]
1789;@glennteichman Hi Glenn, Ultimately there should be a sell-by date on the packaging. The Beyond Burger has a 10-day shelf life once thawed. Since this was two weeks ago we do not recommend consumption. Please reach out to us at ethanandteam@beyondmeat.com if you have any other questions. Thanks;['glennteichman', 'beyondmeat'];['hi', 'glenn', 'ultimately', 'there', 'should', 'be', 'a', 'sell', 'date', 'on', 'the', 'packaging', 'the', 'beyond', 'burger', 'has', 'a', '10', 'shelf', 'life', 'once', 'thawed', 'since', 'this', 'was', 'two', 'weeks', 'ago', 'we', 'do', 'not', 'recommend', 'consumption', 'please', 'reach', 'out', 'to', 'us', 'at', 'if', 'you', 'have', 'any', 'other', 'questions', 'thanks'];[]
1790;@Stfuz69 We love you! That's some good news, right?;['stfuz69'];['we', 'love', 'you', 'that', 'some', 'good', 'news', 'right'];[]
1791;"@yeghousecat Thanks for reaching out! These ""natural flavors"" are a proprietary blend made from simple plant-based ingredients. All of our products are made without GMOs, soy, gluten and artificially produced ingredients.";['yeghousecat'];['thanks', 'for', 'reaching', 'out', 'these', 'natural', 'flavors', 'are', 'a', 'proprietary', 'blend', 'made', 'from', 'simple', 'plant', 'ingredients', 'all', 'of', 'our', 'products', 'are', 'made', 'without', 'gmos', 'soy', 'gluten', 'and', 'artificially', 'produced', 'ingredients'];[]
1792;Yes 🙌;[];['yes'];[]
1793;@HospitalityUofG @100milemark @UofGChefVijay Yum!;['hospitalityuofg', '100milemark', 'uofgchefvijay'];['yum'];[]
1794;@caleb_loney @BadflowerJosh So happy you enjoyed! Find even more tasty recipes here: https://t.co/A7Hy30pGLg;['caleb_loney', 'badflowerjosh'];['so', 'happy', 'you', 'enjoyed', 'find', 'even', 'more', 'tasty', 'recipes', 'here', 'https'];[]
1795;"Long day after a long weekend? We've got your back with easy dinner inspo. 

Full #BeyondBeef Stuffed Delicata Squash recipe here➡️ https://t.co/dz7drH3NMb https://t.co/4v0M5Nd70H";[];['long', 'day', 'after', 'a', 'long', 'weekend', 'we', 'got', 'your', 'back', 'with', 'easy', 'dinner', 'inspo', 'full', 'beyondbeef', 'stuffed', 'delicata', 'squash', 'recipe', 'here', 'https', 'https'];['beyondbeef']
1796;@LittlexSwallow Appreciate the suggestion, we'll keep it in mind!;['littlexswallow'];['appreciate', 'the', 'suggestion', 'we', 'keep', 'it', 'in', 'mind'];[]
1797;@Lawwoman99 #BeyondSausage is currently available at restaurants and retailers. Check out our locator to find one near you! https://t.co/26DDgDoPWe;['lawwoman99'];['beyondsausage', 'is', 'currently', 'available', 'at', 'restaurants', 'and', 'retailers', 'check', 'out', 'our', 'locator', 'to', 'find', 'one', 'near', 'you', 'https'];['beyondsausage']
1798;@NabbsCreekGnome @BWI_Airport Hope you enjoyed!;['nabbscreekgnome', 'bwi_airport'];['hope', 'you', 'enjoyed'];[]
1799;"""Eating plant-based foods has helped me become the best version of myself on and off the court."" - @DeAndre 
________________
Beyond Ambassador court takeover tonight! #NetsvsLakers #GoBeyond @KyrieIrving @JaValeMcGee https://t.co/PJtaHbn47R";['deandre', 'kyrieirving', 'javalemcgee'];['eating', 'plant', 'foods', 'has', 'helped', 'me', 'become', 'the', 'best', 'version', 'of', 'myself', 'on', 'and', 'off', 'the', 'court', '________________', 'beyond', 'ambassador', 'court', 'takeover', 'tonight', 'netsvslakers', 'gobeyond', 'https'];['netsvslakers', 'gobeyond']
1800;The #BeyondAmbassador court takeover is on! Who you got? #LakersvsNets @DeAndre @KyrieIrving @JaValeMcGee;['deandre', 'kyrieirving', 'javalemcgee'];['the', 'beyondambassador', 'court', 'takeover', 'is', 'on', 'who', 'you', 'got', 'lakersvsnets'];['beyondambassador', 'lakersvsnets']
1801;@ChristinaGCheng 🙌;['christinagcheng'];[];[]
1802;Yes. https://t.co/VBlds0tGTS;[];['yes', 'https'];[]
1803;@terayabba @phiuhhh 😏;['terayabba', 'phiuhhh'];[];[]
1804;@BlackDocotor @jamescorden69 @Drake 😂;['blackdocotor', 'jamescorden69', 'drake'];[];[]
1805;@spiraldiner A #BeyondBurger is our modern-day Paolo. https://t.co/4vP4ueObTl;['spiraldiner'];['a', 'beyondburger', 'is', 'our', 'modern', 'paolo', 'https'];['beyondburger']
1806;@RefinedEarth17 The English muffin is vegan.;['refinedearth17'];['the', 'english', 'muffin', 'is', 'vegan'];[]
1807;https://t.co/HaaLFzaYS9;[];['https'];[]
1808;"After an overwhelmingly successful test, you can now enjoy the #BeyondBurger at ALL @DennysDiner &amp; @DennysCanada locations! The good news doesn't stop there...Try it for FREE on Jan. 30th with the purchase of any beverage at all participating locations. https://t.co/I67J6tiqmj";['dennysdiner', 'dennyscanada'];['after', 'an', 'overwhelmingly', 'successful', 'test', 'you', 'can', 'now', 'enjoy', 'the', 'beyondburger', 'at', 'all', 'amp', 'locations', 'the', 'good', 'news', 'doesn', 'stop', 'there', 'it', 'for', 'free', 'on', 'jan', '30th', 'with', 'the', 'purchase', 'of', 'any', 'beverage', 'at', 'all', 'participating', 'locations', 'https'];['beyondburger']
1809;@UnoChicagoGrill Same.;['unochicagogrill'];['same'];[]
1810;@DennysCanada On our way!;['dennyscanada'];['on', 'our', 'way'];[]
1811;"""What fascinated me is once you start to delve into what meat is, it's actually pretty simple.“ - Ethan Brown

Listen to Ethan on football legend and Beyond Meat investor @TonyGonzalez88's podcast, Wide Open. 

Full episode: https://t.co/7yDmxJIBDm https://t.co/SpcVerOuYQ";['tonygonzalez88'];['what', 'fascinated', 'me', 'is', 'once', 'you', 'start', 'to', 'delve', 'into', 'what', 'meat', 'is', 'it', 'actually', 'pretty', 'simple', 'ethan', 'brown', 'listen', 'to', 'ethan', 'on', 'football', 'legend', 'and', 'beyond', 'meat', 'investor', 'podcast', 'wide', 'open', 'full', 'episode', 'https', 'https'];[]
1812;"Colonel Sanders is back at it! Together with the @KFC team, we developed a plant-based chicken that looks, tastes &amp; pulls apart like a chicken breast. Beyond Fried Chicken will be available starting Monday (2.3) in select restaurants in Charlotte, Nashville &amp; surrounding areas. https://t.co/P88ywuhDzG";['kfc'];['colonel', 'sanders', 'is', 'back', 'at', 'it', 'together', 'with', 'the', 'team', 'we', 'developed', 'a', 'plant', 'chicken', 'that', 'looks', 'tastes', 'amp', 'pulls', 'apart', 'like', 'a', 'chicken', 'breast', 'beyond', 'fried', 'chicken', 'will', 'be', 'available', 'starting', 'monday', '2', 'in', 'select', 'restaurants', 'in', 'charlotte', 'nashville', 'amp', 'surrounding', 'areas', 'https'];[]
1813;@DaveStangis @kfc @FastCompany Thanks for the support, Dave!;['davestangis', 'kfc', 'fastcompany'];['thanks', 'for', 'the', 'support', 'dave'];[]
1814;@TwitterBoston @mmg 🏆;['twitterboston', 'mmg'];[];[]
1815;@_1989_boi You deserve one!;['_1989_boi'];['you', 'deserve', 'one'];[]
1816;Welcome back #BeyondAmbassador @VicOladipo! https://t.co/xgWdveTfwf;['vicoladipo'];['welcome', 'back', 'beyondambassador', 'https'];['beyondambassador']
1817;@CSD_Isabelle @DennysDiner It's true!;['csd_isabelle', 'dennysdiner'];['it', 'true'];[]
1818;"TODAY 🙌 
@DennysDiner @DennysCanada https://t.co/1lw0fGzDBe";['dennysdiner', 'dennyscanada'];['today', 'https'];[]
1819;"Big Game #BeyondBeef Nachos.  

Full recipe here ➡️ https://t.co/hXGn2Mt0tn https://t.co/2ZLNjpDUoq";[];['big', 'game', 'beyondbeef', 'nachos', 'full', 'recipe', 'here', 'https', 'https'];['beyondbeef']
1820;@MsRaniJay Exactly our feeling.;['msranijay'];['exactly', 'our', 'feeling'];[]
1821;"Cure your post-game Mondays on 2/3 with FREE Beyond Meat at @CarlsJr &amp; @Hardees. Just say ""Beyond The Game"" when you purchase a large drink to unlock the offer. *At participating locations only. 

Breakfast, lunch, or dinner... we've got you covered 👊 https://t.co/5wBqCD7udS";['carlsjr', 'hardees'];['cure', 'your', 'post', 'mondays', 'on', '2', 'with', 'free', 'beyond', 'meat', 'at', 'amp', 'just', 'say', 'beyond', 'the', 'game', 'when', 'you', 'purchase', 'a', 'large', 'drink', 'to', 'unlock', 'the', 'offer', 'at', 'participating', 'locations', 'only', 'breakfast', 'lunch', 'or', 'dinner', 'we', 'got', 'you', 'covered', 'https'];[]
1822;@JoeKarlsson1 We've got you covered! Check out some #BeyondMeat game day recipe inspo here: https://t.co/A7Hy30pGLg;['joekarlsson1'];['we', 'got', 'you', 'covered', 'check', 'out', 'some', 'beyondmeat', 'game', 'day', 'recipe', 'inspo', 'here', 'https'];['beyondmeat']
1823;🔥🔥🔥 54 points tonight #GoBeyond https://t.co/IgItmF2rh9;[];['54', 'points', 'tonight', 'gobeyond', 'https'];['gobeyond']
1824;"Less is more: No GMOs, no soy, no gluten. Choose to #GoBeyond. 

Learn more about our powerful plant-based ingredients here ➡️ https://t.co/geG8IAD0Ua https://t.co/jUT8jqdomA";[];['less', 'is', 'more', 'no', 'gmos', 'no', 'soy', 'no', 'gluten', 'choose', 'to', 'gobeyond', 'learn', 'more', 'about', 'our', 'powerful', 'plant', 'ingredients', 'here', 'https', 'https'];['gobeyond']
1825;Tomorrow. https://t.co/D7bkWO2mrV;[];['tomorrow', 'https'];[]
1826;"ICYMI: Beyond Fried Chicken is now available at @kfc in Charlotte or Nashville for a limited time only. Don't miss out!  

Find out which locations here ➡️ https://t.co/7HA4SW7WhA https://t.co/k2XbSKzwVF";['kfc'];['icymi', 'beyond', 'fried', 'chicken', 'is', 'now', 'available', 'at', 'in', 'charlotte', 'or', 'nashville', 'for', 'a', 'limited', 'time', 'only', 'don', 'miss', 'out', 'find', 'out', 'which', 'locations', 'here', 'https', 'https'];[]
1827;@lukewill77 @kfc Hi Luke, Beyond Friend Chicken is made with soy. Sorry, you can't try it!;['lukewill77', 'kfc'];['hi', 'luke', 'beyond', 'friend', 'chicken', 'is', 'made', 'with', 'soy', 'sorry', 'you', 'can', 'try', 'it'];[]
1828;@HerveTiriac @dow_lab Find Beyond Meat products in restaurants and retail near you here: https://t.co/26DDgDoPWe;['hervetiriac', 'dow_lab'];['find', 'beyond', 'meat', 'products', 'in', 'restaurants', 'and', 'retail', 'near', 'you', 'here', 'https'];[]
1829;@787nutt @LeilaniMunter @kfc Yum!;['787nutt', 'leilanimunter', 'kfc'];['yum'];[]
1830;The newest collab with @dunkindonuts drops tomorrow at noon EST. Get it before it's gone for good. @dunkindonuts @SnoopDogg https://t.co/6VvRejhD7J;['dunkindonuts', 'dunkindonuts', 'snoopdogg'];['the', 'newest', 'collab', 'with', 'drops', 'tomorrow', 'at', 'noon', 'est', 'get', 'it', 'before', 'it', 'gone', 'for', 'good', 'https'];[]
1831;The Beyond Collection by Dunkin' X Snoop is available now!  Limited time only, grab it before it's gone at https://t.co/nDHspo3cxJ @SnoopDogg @Dunkin https://t.co/fn6Xx219ew;['snoopdogg', 'dunkin'];['the', 'beyond', 'collection', 'by', 'dunkin', 'x', 'snoop', 'is', 'available', 'now', 'limited', 'time', 'only', 'grab', 'it', 'before', 'it', 'gone', 'at', 'https', 'https'];[]
