;full_text;created_at;retweet_count;favorite_count
972;"Beyond Tacos are now available at EVERY @DelTaco location! 🌮🌱 

Learn more &amp; find a Del Taco near you ➡️ https://t.co/YrDrJkGqUP https://t.co/CKl9udCUg3";Thu Apr 25 17:45:01 +0000 2019;135;426
971;@isaachism @DelTaco 🙌;Thu Apr 25 21:01:44 +0000 2019;0;1
970;@thebestbumalive @DelTaco 😂;Thu Apr 25 21:02:28 +0000 2019;1;4
969;@AndreaKelley @DelTaco We don't have the will power to stop after 3... proud of you!;Thu Apr 25 21:08:16 +0000 2019;0;2
968;@thatgothwife @DelTaco Today is a good day!;Thu Apr 25 21:12:24 +0000 2019;0;1
967;@anthoniexg @DelTaco @chamberspins3 😂😂😂;Thu Apr 25 23:34:42 +0000 2019;1;10
966;@Ms_Vegan @DelTaco @findingvegan @livekindlyco It's true!!;Thu Apr 25 23:36:56 +0000 2019;0;4
965;"This week has been one for the books - Starting today, the Beyond Burger will be available in the meat case at 700+ @albertheijn locations throughout the Netherlands! #GoBeyond
https://t.co/zkxbNo7TDp";Fri Apr 26 14:38:40 +0000 2019;21;131
964;@ByronMurphy8 @albertheijn Arrived in Canada's meat cases too of course!;Fri Apr 26 14:45:40 +0000 2019;0;3
963;Have you heard? Beyond Burgers have made its way to the Netherland's meat case! Check out some of our Dutch friend's first reactions when we visited them this past week. https://t.co/7mFFNwJqV6;Fri Apr 26 19:02:11 +0000 2019;21;116
962;"Happy #NationalPretzelDay 🥨🍔
@PretzillaBuns https://t.co/VQfVzcaAgY";Sat Apr 27 00:18:01 +0000 2019;19;141
961;"ICYMI: the #BeyondBurger is making its way to Canada's meat case! 

Learn all about it below.
 https://t.co/8Jf0ZbbWb5";Sat Apr 27 19:30:06 +0000 2019;31;155
960;@katbarry_1 Breakfast of champions!;Mon Apr 29 16:34:42 +0000 2019;1;1
959;"The meat case in Belgium just got meatier. The Beyond Burger is now available at @DelhaizeBelgium and @albertheijn.  

Learn more here ➡️ https://t.co/C1ePDqbcjS https://t.co/uDnQX47aJv";Tue Apr 30 16:52:10 +0000 2019;17;86
958;@saysyrahsirah @chrisupton2010 @charlesadler The #BeyondBurger and #BeyondSausage are soy-free, gluten-free and free from GMO!;Tue Apr 30 17:37:01 +0000 2019;0;5
957;"You do you, Cam! 
cc: @DelTaco https://t.co/8YskiOyliq";Tue Apr 30 23:40:34 +0000 2019;7;102
956;"It's a vibe 🌱

Full recipe to this Spring #BeyondBurger here ➡️  https://t.co/ZRxUkgkc0e https://t.co/xgJb03YRWg";Wed May 01 23:23:41 +0000 2019;51;225
955;"@camerongile @DelTaco Thank you for your support &amp; great tweets 😉";Wed May 01 23:49:54 +0000 2019;0;3
954;"Thrilled to announce that today we became the 1st plant-based food company to go public on a major exchange. 

Through success and struggles, the consumer has been there for us, offering feedback, love, and inspiration. Today, together, we are breaking new ground. #GoBeyond https://t.co/0RCJyXkrrL";Thu May 02 13:49:12 +0000 2019;586;2178
953;BYND #GoBeyond https://t.co/4mzsjD1zpK;Thu May 02 14:41:10 +0000 2019;98;475
952;"Tomorrow is #BeyondDay. Grab a friend and Go Beyond - on us! We've partnered with some of your favorite restaurants to provide FREE BEYOND MEAT!*

*Restrictions apply. While supplies last.

@CarlsJr  @VeggieGrill @DelTaco @Bareburger @theepicburger https://t.co/GKLwjYdy5O";Thu May 02 22:54:08 +0000 2019;214;549
951;Learn more here ➡️ https://t.co/rgKhhNqiuR;Thu May 02 23:12:26 +0000 2019;10;59
950;"TODAY is #BeyondDay. Try Beyond Meat for free and Go Beyond - on us.* @CarlsJr @DelTaco @Bareburger @VeggieGrill @theepicburger 
 
*Restrictions apply. While supplies last.  

Learn more here: https://t.co/JLsdSfubAb https://t.co/R4igudLyg0";Fri May 03 16:30:24 +0000 2019;144;375
949;@ravenmackenzie Thanks for letting us know. There may be a delay in seeing product on shelves as this is the beginning of distribution in Canada. We recommend calling stores ahead of time to double check.;Fri May 03 18:30:56 +0000 2019;0;2
948;@OjaiParanormal @CarlsJr @DelTaco @Bareburger @VeggieGrill @theepicburger Thanks for letting us know. Happy it worked out and you were able to enjoy your #BeyondBurger!;Fri May 03 18:59:05 +0000 2019;0;2
947;Let’s go!! @CP3 #RunAsOne #NBAPlayoffs https://t.co/nxkdhf3Lv8;Sun May 05 00:31:54 +0000 2019;12;82
946;Find out how to score a FREE #beyondtaco from @DelTaco today below! 🎉🎉 https://t.co/7g22lnYoaN;Sun May 05 17:11:40 +0000 2019;20;147
945;"The #BeyondBurger is now available at all @ZinburgerEast locations! 

Find one near you here ➡️ https://t.co/GzfvWtc9bn https://t.co/mcJYc2BDV0";Mon May 06 17:14:03 +0000 2019;15;115
944;"Looking back on the past few days, we are BEYOND humbled to have made history &amp; we couldn’t have done it without you. 

We're proud to be a part of the @Nasdaq family &amp; excited for what going public will enable us to do - bring our plant-based meats to MORE people around the 🌎! https://t.co/JrthPS02TW";Mon May 06 23:48:06 +0000 2019;102;491
943;Happy birthday to #BeyondAmbassador @CP3! Big win tonight 🙌 https://t.co/p2oi1gsevu;Tue May 07 04:27:29 +0000 2019;3;66
942;"Delizioso! #BeyondMeat joins the menu at Barilla Restaurants 😋 

Try their new Spaghetti with Beyond Meatballs, Rigatoni Alfredo with Beyond Sausage or, the Pepper &amp; Beyond Sausage Pizza. 

Find a location near you ➡️ https://t.co/GzfvWtc9bn https://t.co/GF6Myn0Ih9";Wed May 08 19:45:06 +0000 2019;26;159
941;@iJavidTrader @Tesco So happy you enjoyed your first #BeyondBurger experience!;Thu May 09 17:51:58 +0000 2019;0;0
940;"ProTip - Nothing says 'I ❤️ you, mom!' like a homemade #BeyondSausage Breakfast Burrito. 

Full recipe here ➡️ https://t.co/L1YZNygPl2 https://t.co/raumDVeatp";Thu May 09 18:54:23 +0000 2019;78;522
939;BRB… hopping on a flight to the UK so we can take a bite of this #BeyondBurger from Halo Burger  🤤 https://t.co/SkKPmTqgfJ;Fri May 10 19:01:02 +0000 2019;38;321
938;"""Del Taco's Beyond Meat taco is on track to become one of the chain's most successful new menu item launches ever"" @deltaco https://t.co/x8l4D3XqCL via @businessinsider";Fri May 10 22:03:46 +0000 2019;67;314
937;"Happy #MothersDay to all the strong women out there! Hopefully, your day includes one (or more) of these Beyond Sausage Breakfast Burritos. You deserve it 😘 

Full recipe here ➡️ https://t.co/L1YZNygPl2 https://t.co/ooeD6KhNpT";Sun May 12 17:25:37 +0000 2019;11;103
936;@jenskyyy @miishl Truly going beyond, we love it!;Mon May 13 17:14:05 +0000 2019;0;1
935;@2Sab4U @GordonRamsay We're not Gordon Ramsay, but we'd give it a 10/10!;Mon May 13 17:18:25 +0000 2019;0;2
934;@HonestSeth Congrats Isaac 🥳;Mon May 13 19:22:15 +0000 2019;0;3
933;"Came for the party, stayed for the #BeyondTacos from @DelTaco.

Cc:  @TG3II 
@JaValeMcGee 
@cbroadus https://t.co/afRZSfNEAx";Mon May 13 23:30:10 +0000 2019;15;109
932;@EurekaOhMy Can't wait for many more meals together!;Tue May 14 22:28:51 +0000 2019;0;1
931;@HellaChrispy @DelTaco Welcome to the Beyond Meat lifestyle!;Tue May 14 22:51:29 +0000 2019;0;0
930;@DEUCES2RHIZZY We're here to make you even more excited! Check out our recipe page for more delicious Beyond Meat recipes: https://t.co/A7Hy30pGLg;Tue May 14 23:37:11 +0000 2019;1;1
929;@Steve_Sandone 😂  Happy we are able to be a part of bringing back delicious and meaty burgers into your lifestyle!;Tue May 14 23:53:34 +0000 2019;0;0
928;"Shifting the protein on your plate to plant-based meat is one of the most powerful things you can do to positively impact climate change.

We remember this as we advance plant-based meat &amp; make it accessible to more people. Together we can make a change, together we can #GoBeyond https://t.co/9Q1qiOXlcA";Wed May 15 01:54:09 +0000 2019;122;436
927;"Important update: we’ve got new GIF stickers on Instagram and @snoopdogg approves.

Check them out and tag us for a chance to be featured on our page. #GoBeyond https://t.co/IvCFVSO70T";Wed May 15 23:15:07 +0000 2019;80;365
926;@_svijay @poornimaaaa The answer is pea protein! Learn more about the #BeyondBurger here: https://t.co/AxknCqDJsJ;Thu May 16 00:17:36 +0000 2019;1;2
925;@Troyboom What a beautiful sight!;Thu May 16 00:18:03 +0000 2019;0;1
924;@REALpaulvally Thanks!;Thu May 16 18:34:42 +0000 2019;0;2
923;@tovalafood So simple, so delicious!;Thu May 16 18:46:24 +0000 2019;0;2
922;@seitanicpanic Congratulations❤️ 🥳;Thu May 16 18:58:33 +0000 2019;0;1
921;@Chitown_Silent 🙌;Fri May 17 00:00:17 +0000 2019;0;1
920;"Starting this June, you can make quick, tasty Beyond Meat meals using your @tovalafood smart oven. 

Just order, scan, and enjoy! https://t.co/uwy0bobpWQ";Fri May 17 16:09:37 +0000 2019;11;73
919;@danisavanagh They sure are! Check out our locator to see where you can taste the #BeyondBurger: https://t.co/26DDgDoPWe;Fri May 17 17:21:10 +0000 2019;0;1
918;"This is nacho burger, but it can be 😉  We’re celebrating #NationalBurgerMonth with a handful of new burger recipes including this Nacho Beyond Burger! 

Find the full recipe here ➡️ https://t.co/R3QSr6C0uk https://t.co/eWiG22NuLb";Fri May 17 19:24:43 +0000 2019;36;222
917;"Canada, it's time to eat! The #BeyondBurger is now on @earlsrestaurant's mouthwatering summer menu. 

Find a location near you here: https://t.co/26DDgD7f4G https://t.co/OoVZKp5gaR";Fri May 17 22:03:12 +0000 2019;22;116
916;Not all heroes wear capes. Some wear buns. @CarlsJr's Beyond Famous Star is here to save you from the #SundayScaries. https://t.co/ANsCVVUN8O;Sun May 19 18:14:45 +0000 2019;42;385
915;@rycrist @ChrisKeone Excited for you to try our #BeyondSausage, Ry! Check out our locator to find a store or restaurant that has them near you: https://t.co/26DDgDoPWe;Mon May 20 19:55:38 +0000 2019;0;0
914;@jerhedman Glad you enjoyed the #BeyondBurger, cheers to the first of many 😋;Tue May 21 17:33:27 +0000 2019;0;1
913;No questions asked 😉 https://t.co/yCclA2fovQ;Tue May 21 17:41:59 +0000 2019;18;261
912;We can’t predict the future but we can predict The Future of Protein will be making an appearance at the @WSJ Future of Everything Festival. We’re honored to participate as a leader in the plant-based space to showcase our commitment to innovation. https://t.co/lQ9Xl0l5zA;Wed May 22 01:12:44 +0000 2019;34;194
911;@DrBrewtonian Love the plug 😉;Wed May 22 16:09:00 +0000 2019;0;1
910;@raye8405 @karenhunter @SylviaKAlston This was a great way to start our morning 😂 So glad you enjoyed your Beyond Burgers!;Wed May 22 16:11:16 +0000 2019;0;4
909;"Plant-based, great taste! #BeyondBurger

Find a store near you: https://t.co/26DDgD7f4G https://t.co/igSjghjXee";Fri May 24 01:57:20 +0000 2019;41;273
908;"Fire up your grills, it’s a three day weekend! We’re kicking things off with another #NationalBurgerMonth recipe! 

Check out the full recipe to this BBQ Ranch Beyond Burger here➡️  https://t.co/LYxQXm3VKI https://t.co/7rsJKY24Pk";Fri May 24 21:05:14 +0000 2019;14;105
907;Beyond Meat® Enters Into Partnership With Zandbergen World’s Finest Meat to Produce Its Plant-Based Products in Europe https://t.co/Pz8SC6V5Vq;Tue May 28 15:22:22 +0000 2019;22;157
906;Who else is going BEYOND for #NationalHamburgerDay? https://t.co/RhAlryUME9;Tue May 28 20:03:18 +0000 2019;63;532
905;@th3morrigan Appreciate the feedback. We recently shifted from a plastic to a fully compostable tray for Beyond Sausage. We're working on finding more environmentally friendly packaging for all of our products. More to come!;Wed May 29 20:57:06 +0000 2019;0;31
904;Exciting things for the Future of Protein! #GoBeyond https://t.co/oTfxNRPpfI;Thu May 30 23:39:14 +0000 2019;38;253
903;@RunNathanRun1 We are working on finding more sustainable packaging for all of our products. Beyond Sausage just happened to be first. More updates to come!;Mon Jun 03 01:28:25 +0000 2019;0;0
902;#want https://t.co/qUCZGMULLR;Mon Jun 03 22:58:41 +0000 2019;28;248
901;".@DelTaco’s Beyond Tacos are always stealing our focus. 

Find one near you here: https://t.co/GzfvWtc9bn https://t.co/uds1Jq3Sme";Mon Jun 03 23:50:02 +0000 2019;25;126
900;"Just in time for #worldenvironmentday, Beyond Sausage has joined @TheEconomist's ""Fast Forward Food"" cart in NYC to help them highlight the alternative protein market and the impact of consuming meat regularly. 

See where the cart is headed here ➡️ https://t.co/ugUOHHa1Of https://t.co/2LWSJtl5EO";Wed Jun 05 22:03:01 +0000 2019;23;75
899;"""It dawned on me that if we want to solve climate, we have to solve livestock,"" says Beyond Meat CEO Ethan Brown https://t.co/G3fO6LbgGh";Thu Jun 06 18:51:26 +0000 2019;126;530
898;"Giveaway Alert 🚨 We've partnered with @tovalafood to make cooking Beyond Meat even easier with no prep or cleanup.  Enter for a chance to win free #BeyondMeat, a Tovala Smart oven, AND Tovala meal credit. 

Enter here ➡️  https://t.co/GzcTRY67qr https://t.co/fN3zQBEynv";Fri Jun 07 00:32:00 +0000 2019;12;67
897;@Viboujee @JazzieJaeT Can't wait for you to give #BeyondSausage a try. Check out our locator to find a store or restaurant near you: https://t.co/26DDgDoPWe;Fri Jun 07 23:16:42 +0000 2019;1;2
896;@TheGoodBurger @escuchocosas 🍔❤️;Fri Jun 07 23:17:37 +0000 2019;0;1
895;@rainRPGs @EmpyreTTV That's what we love to hear, cheers to the first of many 🙌;Fri Jun 07 23:19:35 +0000 2019;0;2
894;@janewells @grumpy99 @BRubinCNBC @WholeFoods We're not Google, but we're here to help! We recommend against refreezing the burgers once they've thawed and suggest a 10-day shelf life once the thawing process begins. Hope this helps!;Fri Jun 07 23:38:59 +0000 2019;0;2
893;@josesan24201362 The tasty truth 😋;Sat Jun 08 00:07:56 +0000 2019;0;0
892;"We'll just leave this right here. You're welcome 😉 

Full recipe ➡️ https://t.co/R3QSr6C0uk https://t.co/uogufMFYo6";Sat Jun 08 01:06:12 +0000 2019;39;239
891;#BeyondBeef https://t.co/aDMPILDG8k;Sun Jun 09 20:01:06 +0000 2019;147;831
890;"""I didn't tell anybody I made sliders out of the Beyond Burger and nobody could tell the difference."" - @alroker https://t.co/Qe7xq1WQ9B";Tue Jun 11 01:20:35 +0000 2019;63;310
889;Just in Time for Summer, the New, Meatier Beyond Burger™ Heads to Grocery Stores Nationwide https://t.co/7dJvYYuJ6T;Tue Jun 11 13:39:25 +0000 2019;27;125
888;Summer BBQs just got MEATIER https://t.co/6ayYuP4TMU;Tue Jun 11 14:47:25 +0000 2019;18;217
887;"We believe in a better Beyond. A Beyond that’s always striving for more. That’s why we created the new, MEATIER Beyond Burger. W/ mouthwatering marbling, a meatier chew, &amp; all the juicy, GMO-free deliciousness you loved in the original, it's now closer to beef than ever before. https://t.co/aiEgU861u7";Tue Jun 11 22:54:25 +0000 2019;164;809
886;@djbelieve The new, meatier #BeyondBurger will be showing up in meat cases nationwide over the next 2-3 weeks. Look for the red “Now Even Meatier” tab on the packaging to know the new Beyond Burger has arrived in your local store.;Wed Jun 12 18:51:10 +0000 2019;0;4
885;@NickyFaceBoyBoy Hi Nic, the new, meatier #BeyondBurger will be showing up in meat cases nationwide over the next 2-3 weeks. Learn more about how we've enhanced the Beyond Burger here: https://t.co/AFgbbUjsLS;Wed Jun 12 18:53:11 +0000 2019;0;1
884;ICYMI: Beyond Breakfast Sausage™ Sandwiches Are Now Available at @timhortons Restaurants Across Canada https://t.co/H0Xs7nKVIk;Wed Jun 12 23:59:00 +0000 2019;84;508
883;@FryKindaGuy No better day than today!;Thu Jun 13 00:11:17 +0000 2019;0;1
882;@lover_vegan @HonestSeth @WholeFoods Hi there! Absolutely. All Beyond Meat products, including #BeyondBeef, are Certified Vegan by Vegan Action/Vegan Awareness Foundation.;Thu Jun 13 15:20:00 +0000 2019;1;2
881;@BrandonJSings Best mom ever!;Thu Jun 13 20:26:49 +0000 2019;1;1
880;ICYMI - Meatier Beyond Burgers are coming https://t.co/SVohXzLqgg;Thu Jun 13 21:50:33 +0000 2019;21;209
879;@InstantArcade 😂;Thu Jun 13 23:53:07 +0000 2019;0;3
878;@ChahtaMs @TheHoff525 Great questions, you can learn all about our products here: https://t.co/BwooIfeWQc;Fri Jun 14 20:21:09 +0000 2019;0;0
877;Words to live by: https://t.co/tU72gmUWgS;Fri Jun 14 21:21:27 +0000 2019;29;285
876;"More good news for Canadian breakfast fans! @TimHortons is bringing Beyond Breakfast Sausage™ to almost 4,000 of their restaurants across Canada and people are already in love. 
 
Learn more here ➡️ https://t.co/6S901rQQRD https://t.co/6GovI4gVHz";Fri Jun 14 22:50:04 +0000 2019;53;311
875;@LauraAFarhy @TimHortons 😂;Fri Jun 14 23:20:37 +0000 2019;0;0
874;👀 https://t.co/3aHA41tIuR;Sat Jun 15 14:04:21 +0000 2019;26;170
873;@yoiwillieh Working on this. Updates soon 👊;Sat Jun 15 19:24:05 +0000 2019;0;0
872;"Just in time for summer, the new, MEATIER, Beyond Burger will be heading to grocery stores nationwide over the next 2-3 weeks! It's everything you loved about the original 🍔, just more of it. 
https://t.co/38A0T5vfDt";Sat Jun 15 19:34:00 +0000 2019;35;215
871;"Dad jokes are the wurst... 

New Beyond Sausage Chicago Dog recipe for all your #FathersDay needs here ➡️ https://t.co/u9VEfDFDIv https://t.co/ap9WC0LBQZ";Sun Jun 16 19:02:59 +0000 2019;44;231
870;"""Verdict? Worth the wait!"" - CNET #BeyondBeef

Nationwide expansion updates coming soon. 
https://t.co/MJQBwLst9K https://t.co/jwPFUNGqKY";Mon Jun 17 23:40:02 +0000 2019;21;164
869;@InstantArcade We love this tweet! Can you let us know if we can post it on our Instagram? Thanks!;Wed Jun 19 19:01:44 +0000 2019;0;0
868;@brooklyn_riepma @DelTaco We've always wanted to be a local at a drive-thru.  You are goals!;Thu Jun 20 17:47:47 +0000 2019;0;1
867;@Wx_Dyck @shannbil @TimHortons So happy you both enjoyed!;Thu Jun 20 17:51:56 +0000 2019;0;3
866;"What happens when @DelTaco sells over 2 million #BeyondTacos in just two months? Beyond Burritos.

The NEW Beyond 8 Layer Burrito and Epic Cali Beyond Burrito now available at all Del Taco locations.  Learn more here: https://t.co/0m92f5F9yO https://t.co/gLK8DwCVbq";Thu Jun 20 23:15:10 +0000 2019;138;701
865;@Lisa47607101 @wastefighter @rachelperram 🙌;Thu Jun 20 23:55:17 +0000 2019;0;1
